Year,States,States Code,Age Groups,Count
2003,Alaska,2,35-39 years,47
2003,Alaska,2,40-44 years,101
2003,Alaska,2,45-49 years,191
2003,Alaska,2,50-54 years,233
2003,Alaska,2,55-59 years,263
2003,Alaska,2,60-64 years ,291
2003,Alaska,2,65-69 years,254
2003,Alaska,2,70-74 years,211
2003,Alaska,2,75-79 years,196
2003,Alaska,2,80-84 years,112
2003,Alaska,2,85+ years,68
2003,Arizona,4,1-4 years,49
2003,Arizona,4,5-9 years,31
2003,Arizona,4,10-14 years,38
2003,Arizona,4,15-19 years,40
2003,Arizona,4,20-24 years,85
2003,Arizona,4,25-29 years,129
2003,Arizona,4,30-34 years,234
2003,Arizona,4,35-39 years,361
2003,Arizona,4,40-44 years,727
2003,Arizona,4,45-49 years,986
2003,Arizona,4,50-54 years,1430
2003,Arizona,4,55-59 years,2040
2003,Arizona,4,60-64 years ,2584
2003,Arizona,4,65-69 years,2933
2003,Arizona,4,70-74 years,3117
2003,Arizona,4,75-79 years,2908
2003,Arizona,4,80-84 years,2113
2003,Arizona,4,85+ years,1402
2003,Arkansas,5,1-4 years,30
2003,Arkansas,5,5-9 years,21
2003,Arkansas,5,15-19 years,27
2003,Arkansas,5,20-24 years,24
2003,Arkansas,5,25-29 years,59
2003,Arkansas,5,30-34 years,106
2003,Arkansas,5,35-39 years,200
2003,Arkansas,5,40-44 years,352
2003,Arkansas,5,45-49 years,593
2003,Arkansas,5,50-54 years,953
2003,Arkansas,5,55-59 years,1360
2003,Arkansas,5,60-64 years ,1608
2003,Arkansas,5,65-69 years,1865
2003,Arkansas,5,70-74 years,1814
2003,Arkansas,5,75-79 years,1651
2003,Arkansas,5,80-84 years,1151
2003,Arkansas,5,85+ years,809
2003,California,6,< 1 year,56
2003,California,6,1-4 years,309
2003,California,6,5-9 years,247
2003,California,6,10-14 years,213
2003,California,6,15-19 years,295
2003,California,6,20-24 years,473
2003,California,6,25-29 years,860
2003,California,6,30-34 years,1578
2003,California,6,35-39 years,2564
2003,California,6,40-44 years,4766
2003,California,6,45-49 years,7410
2003,California,6,50-54 years,10470
2003,California,6,55-59 years,13403
2003,California,6,60-64 years ,14354
2003,California,6,65-69 years,16090
2003,California,6,70-74 years,16835
2003,California,6,75-79 years,16455
2003,California,6,80-84 years,12574
2003,California,6,85+ years,9526
2003,Colorado,8,1-4 years,49
2003,Colorado,8,5-9 years,30
2003,Colorado,8,10-14 years,32
2003,Colorado,8,15-19 years,44
2003,Colorado,8,20-24 years,74
2003,Colorado,8,25-29 years,117
2003,Colorado,8,30-34 years,215
2003,Colorado,8,35-39 years,322
2003,Colorado,8,40-44 years,657
2003,Colorado,8,45-49 years,1032
2003,Colorado,8,50-54 years,1505
2003,Colorado,8,55-59 years,1803
2003,Colorado,8,60-64 years ,2008
2003,Colorado,8,65-69 years,2023
2003,Colorado,8,70-74 years,2092
2003,Colorado,8,75-79 years,1912
2003,Colorado,8,80-84 years,1317
2003,Colorado,8,85+ years,1073
2003,Connecticut,9,1-4 years,30
2003,Connecticut,9,5-9 years,19
2003,Connecticut,9,10-14 years,25
2003,Connecticut,9,15-19 years,49
2003,Connecticut,9,20-24 years,59
2003,Connecticut,9,25-29 years,83
2003,Connecticut,9,30-34 years,163
2003,Connecticut,9,35-39 years,360
2003,Connecticut,9,40-44 years,644
2003,Connecticut,9,45-49 years,994
2003,Connecticut,9,50-54 years,1355
2003,Connecticut,9,55-59 years,1766
2003,Connecticut,9,60-64 years ,2049
2003,Connecticut,9,65-69 years,2103
2003,Connecticut,9,70-74 years,2360
2003,Connecticut,9,75-79 years,2479
2003,Connecticut,9,80-84 years,1825
2003,Connecticut,9,85+ years,1425
2003,Delaware,10,30-34 years,38
2003,Delaware,10,35-39 years,76
2003,Delaware,10,40-44 years,134
2003,Delaware,10,45-49 years,192
2003,Delaware,10,50-54 years,318
2003,Delaware,10,55-59 years,410
2003,Delaware,10,60-64 years ,520
2003,Delaware,10,65-69 years,537
2003,Delaware,10,70-74 years,563
2003,Delaware,10,75-79 years,519
2003,Delaware,10,80-84 years,366
2003,Delaware,10,85+ years,227
2003,District of Columbia,11,25-29 years,27
2003,District of Columbia,11,30-34 years,49
2003,District of Columbia,11,35-39 years,68
2003,District of Columbia,11,40-44 years,139
2003,District of Columbia,11,45-49 years,185
2003,District of Columbia,11,50-54 years,269
2003,District of Columbia,11,55-59 years,357
2003,District of Columbia,11,60-64 years ,335
2003,District of Columbia,11,65-69 years,275
2003,District of Columbia,11,70-74 years,368
2003,District of Columbia,11,75-79 years,305
2003,District of Columbia,11,80-84 years,222
2003,District of Columbia,11,85+ years,154
2003,Florida,12,< 1 year,27
2003,Florida,12,1-4 years,154
2003,Florida,12,5-9 years,105
2003,Florida,12,10-14 years,111
2003,Florida,12,15-19 years,127
2003,Florida,12,20-24 years,210
2003,Florida,12,25-29 years,372
2003,Florida,12,30-34 years,772
2003,Florida,12,35-39 years,1444
2003,Florida,12,40-44 years,2721
2003,Florida,12,45-49 years,4338
2003,Florida,12,50-54 years,6110
2003,Florida,12,55-59 years,8159
2003,Florida,12,60-64 years ,10174
2003,Florida,12,65-69 years,12525
2003,Florida,12,70-74 years,13793
2003,Florida,12,75-79 years,13535
2003,Florida,12,80-84 years,9693
2003,Florida,12,85+ years,7176
2003,Georgia,13,1-4 years,74
2003,Georgia,13,5-9 years,57
2003,Georgia,13,10-14 years,45
2003,Georgia,13,15-19 years,77
2003,Georgia,13,20-24 years,107
2003,Georgia,13,25-29 years,231
2003,Georgia,13,30-34 years,454
2003,Georgia,13,35-39 years,802
2003,Georgia,13,40-44 years,1408
2003,Georgia,13,45-49 years,2072
2003,Georgia,13,50-54 years,3090
2003,Georgia,13,55-59 years,3871
2003,Georgia,13,60-64 years ,4156
2003,Georgia,13,65-69 years,4377
2003,Georgia,13,70-74 years,4017
2003,Georgia,13,75-79 years,3597
2003,Georgia,13,80-84 years,2378
2003,Georgia,13,85+ years,1786
2003,Hawaii,15,20-24 years,19
2003,Hawaii,15,25-29 years,28
2003,Hawaii,15,30-34 years,56
2003,Hawaii,15,35-39 years,92
2003,Hawaii,15,40-44 years,207
2003,Hawaii,15,45-49 years,275
2003,Hawaii,15,50-54 years,412
2003,Hawaii,15,55-59 years,575
2003,Hawaii,15,60-64 years ,520
2003,Hawaii,15,65-69 years,565
2003,Hawaii,15,70-74 years,752
2003,Hawaii,15,75-79 years,731
2003,Hawaii,15,80-84 years,540
2003,Hawaii,15,85+ years,426
2003,Idaho,16,1-4 years,18
2003,Idaho,16,20-24 years,31
2003,Idaho,16,25-29 years,36
2003,Idaho,16,30-34 years,58
2003,Idaho,16,35-39 years,95
2003,Idaho,16,40-44 years,189
2003,Idaho,16,45-49 years,292
2003,Idaho,16,50-54 years,366
2003,Idaho,16,55-59 years,545
2003,Idaho,16,60-64 years ,645
2003,Idaho,16,65-69 years,713
2003,Idaho,16,70-74 years,692
2003,Idaho,16,75-79 years,729
2003,Idaho,16,80-84 years,534
2003,Idaho,16,85+ years,464
2003,Illinois,17,< 1 year,22
2003,Illinois,17,1-4 years,103
2003,Illinois,17,5-9 years,89
2003,Illinois,17,10-14 years,56
2003,Illinois,17,15-19 years,109
2003,Illinois,17,20-24 years,164
2003,Illinois,17,25-29 years,304
2003,Illinois,17,30-34 years,593
2003,Illinois,17,35-39 years,985
2003,Illinois,17,40-44 years,1923
2003,Illinois,17,45-49 years,3043
2003,Illinois,17,50-54 years,4356
2003,Illinois,17,55-59 years,5601
2003,Illinois,17,60-64 years ,6289
2003,Illinois,17,65-69 years,7065
2003,Illinois,17,70-74 years,7424
2003,Illinois,17,75-79 years,7339
2003,Illinois,17,80-84 years,5542
2003,Illinois,17,85+ years,4491
2003,Indiana,18,1-4 years,50
2003,Indiana,18,5-9 years,37
2003,Indiana,18,10-14 years,37
2003,Indiana,18,15-19 years,57
2003,Indiana,18,20-24 years,106
2003,Indiana,18,25-29 years,151
2003,Indiana,18,30-34 years,278
2003,Indiana,18,35-39 years,504
2003,Indiana,18,40-44 years,944
2003,Indiana,18,45-49 years,1484
2003,Indiana,18,50-54 years,2099
2003,Indiana,18,55-59 years,2753
2003,Indiana,18,60-64 years ,3221
2003,Indiana,18,65-69 years,3539
2003,Indiana,18,70-74 years,3803
2003,Indiana,18,75-79 years,3681
2003,Indiana,18,80-84 years,2665
2003,Indiana,18,85+ years,2019
2003,Iowa,19,1-4 years,25
2003,Iowa,19,15-19 years,31
2003,Iowa,19,20-24 years,51
2003,Iowa,19,25-29 years,87
2003,Iowa,19,30-34 years,140
2003,Iowa,19,35-39 years,223
2003,Iowa,19,40-44 years,453
2003,Iowa,19,45-49 years,731
2003,Iowa,19,50-54 years,1049
2003,Iowa,19,55-59 years,1263
2003,Iowa,19,60-64 years ,1548
2003,Iowa,19,65-69 years,1833
2003,Iowa,19,70-74 years,1972
2003,Iowa,19,75-79 years,2143
2003,Iowa,19,80-84 years,1557
2003,Iowa,19,85+ years,1373
2003,Kansas,20,1-4 years,24
2003,Kansas,20,5-9 years,18
2003,Kansas,20,15-19 years,28
2003,Kansas,20,20-24 years,47
2003,Kansas,20,25-29 years,62
2003,Kansas,20,30-34 years,120
2003,Kansas,20,35-39 years,218
2003,Kansas,20,40-44 years,387
2003,Kansas,20,45-49 years,670
2003,Kansas,20,50-54 years,891
2003,Kansas,20,55-59 years,1136
2003,Kansas,20,60-64 years ,1355
2003,Kansas,20,65-69 years,1468
2003,Kansas,20,70-74 years,1724
2003,Kansas,20,75-79 years,1668
2003,Kansas,20,80-84 years,1270
2003,Kansas,20,85+ years,1069
2003,Kentucky,21,1-4 years,28
2003,Kentucky,21,5-9 years,19
2003,Kentucky,21,10-14 years,23
2003,Kentucky,21,15-19 years,41
2003,Kentucky,21,20-24 years,78
2003,Kentucky,21,25-29 years,112
2003,Kentucky,21,30-34 years,224
2003,Kentucky,21,35-39 years,345
2003,Kentucky,21,40-44 years,708
2003,Kentucky,21,45-49 years,1146
2003,Kentucky,21,50-54 years,1572
2003,Kentucky,21,55-59 years,2118
2003,Kentucky,21,60-64 years ,2488
2003,Kentucky,21,65-69 years,2851
2003,Kentucky,21,70-74 years,2798
2003,Kentucky,21,75-79 years,2490
2003,Kentucky,21,80-84 years,1820
2003,Kentucky,21,85+ years,1237
2003,Louisiana,22,1-4 years,33
2003,Louisiana,22,5-9 years,24
2003,Louisiana,22,10-14 years,36
2003,Louisiana,22,15-19 years,37
2003,Louisiana,22,20-24 years,74
2003,Louisiana,22,25-29 years,81
2003,Louisiana,22,30-34 years,180
2003,Louisiana,22,35-39 years,362
2003,Louisiana,22,40-44 years,660
2003,Louisiana,22,45-49 years,1129
2003,Louisiana,22,50-54 years,1679
2003,Louisiana,22,55-59 years,2061
2003,Louisiana,22,60-64 years ,2424
2003,Louisiana,22,65-69 years,2730
2003,Louisiana,22,70-74 years,2784
2003,Louisiana,22,75-79 years,2489
2003,Louisiana,22,80-84 years,1696
2003,Louisiana,22,85+ years,1257
2003,Maine,23,15-19 years,16
2003,Maine,23,20-24 years,35
2003,Maine,23,25-29 years,32
2003,Maine,23,30-34 years,60
2003,Maine,23,35-39 years,120
2003,Maine,23,40-44 years,229
2003,Maine,23,45-49 years,370
2003,Maine,23,50-54 years,545
2003,Maine,23,55-59 years,706
2003,Maine,23,60-64 years ,811
2003,Maine,23,65-69 years,919
2003,Maine,23,70-74 years,1050
2003,Maine,23,75-79 years,1003
2003,Maine,23,80-84 years,736
2003,Maine,23,85+ years,545
2003,Maryland,24,1-4 years,33
2003,Maryland,24,5-9 years,27
2003,Maryland,24,10-14 years,41
2003,Maryland,24,15-19 years,36
2003,Maryland,24,20-24 years,78
2003,Maryland,24,25-29 years,151
2003,Maryland,24,30-34 years,309
2003,Maryland,24,35-39 years,514
2003,Maryland,24,40-44 years,1016
2003,Maryland,24,45-49 years,1541
2003,Maryland,24,50-54 years,2229
2003,Maryland,24,55-59 years,2889
2003,Maryland,24,60-64 years ,3043
2003,Maryland,24,65-69 years,3013
2003,Maryland,24,70-74 years,3186
2003,Maryland,24,75-79 years,3038
2003,Maryland,24,80-84 years,2146
2003,Maryland,24,85+ years,1505
2003,Massachusetts,25,1-4 years,62
2003,Massachusetts,25,5-9 years,42
2003,Massachusetts,25,10-14 years,31
2003,Massachusetts,25,15-19 years,47
2003,Massachusetts,25,20-24 years,87
2003,Massachusetts,25,25-29 years,166
2003,Massachusetts,25,30-34 years,346
2003,Massachusetts,25,35-39 years,614
2003,Massachusetts,25,40-44 years,1132
2003,Massachusetts,25,45-49 years,1837
2003,Massachusetts,25,50-54 years,2555
2003,Massachusetts,25,55-59 years,3403
2003,Massachusetts,25,60-64 years ,3598
2003,Massachusetts,25,65-69 years,3854
2003,Massachusetts,25,70-74 years,4320
2003,Massachusetts,25,75-79 years,4267
2003,Massachusetts,25,80-84 years,3242
2003,Massachusetts,25,85+ years,2434
2003,Michigan,26,< 1 year,27
2003,Michigan,26,1-4 years,80
2003,Michigan,26,5-9 years,61
2003,Michigan,26,10-14 years,70
2003,Michigan,26,15-19 years,97
2003,Michigan,26,20-24 years,164
2003,Michigan,26,25-29 years,273
2003,Michigan,26,30-34 years,553
2003,Michigan,26,35-39 years,815
2003,Michigan,26,40-44 years,1644
2003,Michigan,26,45-49 years,2705
2003,Michigan,26,50-54 years,3885
2003,Michigan,26,55-59 years,4915
2003,Michigan,26,60-64 years ,5617
2003,Michigan,26,65-69 years,6042
2003,Michigan,26,70-74 years,6539
2003,Michigan,26,75-79 years,6493
2003,Michigan,26,80-84 years,4622
2003,Michigan,26,85+ years,3587
2003,Minnesota,27,1-4 years,49
2003,Minnesota,27,5-9 years,21
2003,Minnesota,27,10-14 years,29
2003,Minnesota,27,15-19 years,40
2003,Minnesota,27,20-24 years,73
2003,Minnesota,27,25-29 years,124
2003,Minnesota,27,30-34 years,221
2003,Minnesota,27,35-39 years,413
2003,Minnesota,27,40-44 years,752
2003,Minnesota,27,45-49 years,1189
2003,Minnesota,27,50-54 years,1762
2003,Minnesota,27,55-59 years,2181
2003,Minnesota,27,60-64 years ,2487
2003,Minnesota,27,65-69 years,2782
2003,Minnesota,27,70-74 years,2864
2003,Minnesota,27,75-79 years,2777
2003,Minnesota,27,80-84 years,2032
2003,Minnesota,27,85+ years,1672
2003,Mississippi,28,1-4 years,18
2003,Mississippi,28,5-9 years,23
2003,Mississippi,28,10-14 years,16
2003,Mississippi,28,15-19 years,21
2003,Mississippi,28,20-24 years,42
2003,Mississippi,28,25-29 years,71
2003,Mississippi,28,30-34 years,120
2003,Mississippi,28,35-39 years,236
2003,Mississippi,28,40-44 years,434
2003,Mississippi,28,45-49 years,677
2003,Mississippi,28,50-54 years,1033
2003,Mississippi,28,55-59 years,1309
2003,Mississippi,28,60-64 years ,1556
2003,Mississippi,28,65-69 years,1756
2003,Mississippi,28,70-74 years,1702
2003,Mississippi,28,75-79 years,1433
2003,Mississippi,28,80-84 years,996
2003,Mississippi,28,85+ years,731
2003,Missouri,29,1-4 years,44
2003,Missouri,29,5-9 years,27
2003,Missouri,29,10-14 years,42
2003,Missouri,29,15-19 years,52
2003,Missouri,29,20-24 years,60
2003,Missouri,29,25-29 years,162
2003,Missouri,29,30-34 years,246
2003,Missouri,29,35-39 years,425
2003,Missouri,29,40-44 years,880
2003,Missouri,29,45-49 years,1439
2003,Missouri,29,50-54 years,2107
2003,Missouri,29,55-59 years,2634
2003,Missouri,29,60-64 years ,3152
2003,Missouri,29,65-69 years,3497
2003,Missouri,29,70-74 years,3714
2003,Missouri,29,75-79 years,3472
2003,Missouri,29,80-84 years,2450
2003,Missouri,29,85+ years,1994
2003,Montana,30,25-29 years,19
2003,Montana,30,30-34 years,40
2003,Montana,30,35-39 years,85
2003,Montana,30,40-44 years,141
2003,Montana,30,45-49 years,209
2003,Montana,30,50-54 years,352
2003,Montana,30,55-59 years,468
2003,Montana,30,60-64 years ,545
2003,Montana,30,65-69 years,618
2003,Montana,30,70-74 years,619
2003,Montana,30,75-79 years,580
2003,Montana,30,80-84 years,443
2003,Montana,30,85+ years,350
2003,Nebraska,31,1-4 years,21
2003,Nebraska,31,10-14 years,20
2003,Nebraska,31,15-19 years,17
2003,Nebraska,31,20-24 years,30
2003,Nebraska,31,25-29 years,39
2003,Nebraska,31,30-34 years,78
2003,Nebraska,31,35-39 years,119
2003,Nebraska,31,40-44 years,245
2003,Nebraska,31,45-49 years,387
2003,Nebraska,31,50-54 years,562
2003,Nebraska,31,55-59 years,725
2003,Nebraska,31,60-64 years ,802
2003,Nebraska,31,65-69 years,1007
2003,Nebraska,31,70-74 years,1049
2003,Nebraska,31,75-79 years,1116
2003,Nebraska,31,80-84 years,812
2003,Nebraska,31,85+ years,729
2003,Nevada,32,20-24 years,25
2003,Nevada,32,25-29 years,60
2003,Nevada,32,30-34 years,103
2003,Nevada,32,35-39 years,189
2003,Nevada,32,40-44 years,289
2003,Nevada,32,45-49 years,454
2003,Nevada,32,50-54 years,685
2003,Nevada,32,55-59 years,974
2003,Nevada,32,60-64 years ,1278
2003,Nevada,32,65-69 years,1417
2003,Nevada,32,70-74 years,1384
2003,Nevada,32,75-79 years,1231
2003,Nevada,32,80-84 years,763
2003,Nevada,32,85+ years,466
2003,New Hampshire,33,15-19 years,17
2003,New Hampshire,33,20-24 years,24
2003,New Hampshire,33,25-29 years,40
2003,New Hampshire,33,30-34 years,62
2003,New Hampshire,33,35-39 years,120
2003,New Hampshire,33,40-44 years,250
2003,New Hampshire,33,45-49 years,388
2003,New Hampshire,33,50-54 years,538
2003,New Hampshire,33,55-59 years,678
2003,New Hampshire,33,60-64 years ,731
2003,New Hampshire,33,65-69 years,760
2003,New Hampshire,33,70-74 years,781
2003,New Hampshire,33,75-79 years,741
2003,New Hampshire,33,80-84 years,517
2003,New Hampshire,33,85+ years,425
2003,New Jersey,34,< 1 year,17
2003,New Jersey,34,1-4 years,83
2003,New Jersey,34,5-9 years,55
2003,New Jersey,34,10-14 years,58
2003,New Jersey,34,15-19 years,82
2003,New Jersey,34,20-24 years,133
2003,New Jersey,34,25-29 years,248
2003,New Jersey,34,30-34 years,430
2003,New Jersey,34,35-39 years,839
2003,New Jersey,34,40-44 years,1456
2003,New Jersey,34,45-49 years,2377
2003,New Jersey,34,50-54 years,3106
2003,New Jersey,34,55-59 years,4240
2003,New Jersey,34,60-64 years ,4827
2003,New Jersey,34,65-69 years,5151
2003,New Jersey,34,70-74 years,5691
2003,New Jersey,34,75-79 years,5889
2003,New Jersey,34,80-84 years,4204
2003,New Jersey,34,85+ years,3146
2003,New Mexico,35,15-19 years,18
2003,New Mexico,35,20-24 years,20
2003,New Mexico,35,25-29 years,45
2003,New Mexico,35,30-34 years,82
2003,New Mexico,35,35-39 years,140
2003,New Mexico,35,40-44 years,228
2003,New Mexico,35,45-49 years,384
2003,New Mexico,35,50-54 years,605
2003,New Mexico,35,55-59 years,731
2003,New Mexico,35,60-64 years ,872
2003,New Mexico,35,65-69 years,981
2003,New Mexico,35,70-74 years,973
2003,New Mexico,35,75-79 years,899
2003,New Mexico,35,80-84 years,612
2003,New Mexico,35,85+ years,456
2003,New York,36,< 1 year,30
2003,New York,36,1-4 years,156
2003,New York,36,5-9 years,117
2003,New York,36,10-14 years,126
2003,New York,36,15-19 years,145
2003,New York,36,20-24 years,270
2003,New York,36,25-29 years,466
2003,New York,36,30-34 years,939
2003,New York,36,35-39 years,1758
2003,New York,36,40-44 years,3164
2003,New York,36,45-49 years,4826
2003,New York,36,50-54 years,7083
2003,New York,36,55-59 years,9282
2003,New York,36,60-64 years ,10165
2003,New York,36,65-69 years,11267
2003,New York,36,70-74 years,12215
2003,New York,36,75-79 years,11968
2003,New York,36,80-84 years,8807
2003,New York,36,85+ years,7190
2003,North Carolina,37,1-4 years,66
2003,North Carolina,37,5-9 years,52
2003,North Carolina,37,10-14 years,51
2003,North Carolina,37,15-19 years,58
2003,North Carolina,37,20-24 years,109
2003,North Carolina,37,25-29 years,212
2003,North Carolina,37,30-34 years,416
2003,North Carolina,37,35-39 years,712
2003,North Carolina,37,40-44 years,1317
2003,North Carolina,37,45-49 years,2062
2003,North Carolina,37,50-54 years,2889
2003,North Carolina,37,55-59 years,3915
2003,North Carolina,37,60-64 years ,4476
2003,North Carolina,37,65-69 years,4915
2003,North Carolina,37,70-74 years,4883
2003,North Carolina,37,75-79 years,4309
2003,North Carolina,37,80-84 years,2853
2003,North Carolina,37,85+ years,2043
2003,North Dakota,38,20-24 years,16
2003,North Dakota,38,30-34 years,24
2003,North Dakota,38,35-39 years,33
2003,North Dakota,38,40-44 years,83
2003,North Dakota,38,45-49 years,136
2003,North Dakota,38,50-54 years,211
2003,North Dakota,38,55-59 years,265
2003,North Dakota,38,60-64 years ,307
2003,North Dakota,38,65-69 years,425
2003,North Dakota,38,70-74 years,453
2003,North Dakota,38,75-79 years,408
2003,North Dakota,38,80-84 years,320
2003,North Dakota,38,85+ years,269
2003,Ohio,39,< 1 year,20
